date,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1974-04-30,-0.09496541496496234,0.05748237708692636,-0.00928287475891,-0.013380616933679198,-0.1534858503593694,0.10588119035115048,-0.00928287475891,0.0210346822801,,-0.070843205,,-0.029583679,,0.013503087,,,,,,,-0.1534858503593694,0.10588119035115048
1974-05-31,-0.04147094662496968,0.016146038175088567,-0.0278929195045,-0.027131823508060822,-0.05074462194990858,0.04570444415308888,-0.0278929195045,-0.0283770144298,,-0.049331303,,-0.023395299,,-0.008421621,,,,,,,-0.05074462194990858,0.04570444415308888
1974-06-30,0.03802475527060406,-0.062231076709113084,-0.0189060041845,-0.005623396065068246,0.07690797258226369,-0.1008936339814645,-0.0189060041845,0.0198824289983,,-0.009455958,,0.00731298,,-0.053258021,,,,,,,0.07690797258226367,-0.1008936339814645
1974-07-31,0.059915679724500646,-0.050655635683746085,0.0772883336177,0.020127816021024647,0.0480503070669968,-0.09900012223282219,0.0772883336177,0.0224611612797,,0.023856469,,-0.000260075,,0.037834385,,,,,,,0.0480503070669968,-0.09900012223282217
1974-08-31,-0.12823898047385654,0.15331093135148738,0.0467141633874,0.010072581683969493,-0.2477304676281772,0.25114148781679824,0.0467141633874,0.0298814267779,,-0.018349491,,0.050694408,,-0.03917805,,,,,,,-0.2477304676281772,0.25114148781679824
1974-09-30,0.04541781481577938,-0.03865448731661039,0.0869493543119,0.015127528017531462,0.017052131818191096,-0.07538713957194515,0.0869493543119,0.0046728217186,,0.024837106,,0.028537467,,0.004218751,,,,,,,0.017052131818191096,-0.07538713957194515
1974-10-31,-0.18867514027355703,0.16467774110309688,-0.12486229005300001,-0.006648853311569413,-0.23225876617545693,0.28169232628785135,-0.124862290053,-0.0135899413334,,0.019023324,,-0.00299097,,-0.026161451,,,,,,,-0.2322587661754569,0.28169232628785135
1974-11-30,-0.017469346748896615,0.032235214853370914,0.00721249055591,0.00359091710502729,-0.034326828587526496,0.05179902297307574,0.00721249055591,0.0193715877741,,0.026852838,,-0.016587477,,-0.016691774,,,,,,,-0.034326828587526496,0.05179902297307573
1974-12-31,0.030884280315288063,0.0054441305811627145,0.0125642893483,0.0031269267630882266,0.043396676017277494,0.00702676078803096,0.0125642893483,0.0191203612226,,-0.043421049,,0.023490011,,0.00118081,,,,,,,0.043396676017277494,0.00702676078803096
1975-01-31,0.09275403292972705,-0.05080901137039575,0.151572769521,-0.07022817858970873,0.05258134353008321,-0.03754588777557589,0.151572769521,-0.11463376624,,-0.133451691,,-0.07465762,,0.058489136,,,,,,,0.05258134353008321,-0.03754588777557589
1975-02-28,0.045131753370367456,-0.05205725006816159,-0.0580822842988,-0.008768455142547394,0.11562605020947722,-0.08162312335639539,-0.0580822842988,-0.0172307946145,,-0.062547313,,0.034246513,,0.003238174,,,,,,,0.11562605020947721,-0.08162312335639539
1975-03-31,0.07308908670205856,-0.051643115019604585,-0.0144851206343,0.011752405837980186,0.13290151441859555,-0.09494170856876057,-0.0144851206343,0.014144902348,,0.005195002,,0.024674248,,-0.000838807,,,,,,,0.13290151441859555,-0.09494170856876054
1975-04-30,0.12825032711594364,-0.0952380290214376,-0.0225261878561,0.011332692243256904,0.23122938541879337,-0.1680249117831766,-0.0225261878561,0.000913786924926,,0.038134903,,-0.020493852,,0.038386231,,,,,,,0.23122938541879334,-0.1680249117831766
1975-05-31,0.0793573674402697,-0.04892538735202227,0.00318014160787,-0.007037691283240899,0.13138575516231357,-0.07753432221458285,0.00318014160787,-0.0115817677287,,0.005221347,,-0.005441841,,-0.014450413,,,,,,,0.13138575516231357,-0.07753432221458285
1975-06-30,0.05552408766385521,0.009150131683596139,0.0494603256809,0.01685744197892487,0.05966558475903034,0.0038861052773088286,0.0494603256809,-0.000771197446264,,-0.051206445,,0.055084647,,0.06129833,,,,,,,0.05966558475903034,0.0038861052773088286
1975-07-31,-0.024234245071213457,-0.07352633402693146,0.0339065894689,0.006352249413522254,-0.06394393322120699,-0.12808271704711685,0.0339065894689,0.00541653541538,,0.031435868,,0.037496185,,-0.054148207,,,,,,,-0.06394393322120699,-0.12808271704711685
1975-08-31,0.06146419027357799,0.004163004619639399,0.0241827603155,0.019267375731560187,0.08692708514137867,-0.0061531504768673265,0.0241827603155,0.0131095704088,,-0.008930023,,-0.00667923,,0.086453395,,,,,,,0.08692708514137867,-0.0061531504768673265
1975-09-30,0.037880210559322745,0.050130745724863604,0.0136931253633,0.009451808299567167,0.05439978097809152,0.07791410886728867,0.0136931253633,0.0116070800976,,0.019934306,,0.015932771,,-0.011521251,,,,,,,0.05439978097809151,0.07791410886728864
1975-10-31,-0.05210507198931793,-0.037225664348893434,0.000660355429582,-0.006276434585883122,-0.08814340347319113,-0.05836372113966269,0.000660355429582,0.0200209304433,,-0.002649096,,0.023272513,,-0.082265849,,,,,,,-0.0881434034731911,-0.05836372113966269
1975-11-30,0.042460486890123834,0.07438400439752976,0.0173975690988,0.02149391537236793,0.059578243411759955,0.11050747868246685,0.0173975690988,-0.00375647904742,,-0.003747408,,0.001476668,,0.105427548,,,,,,,0.05957824341175996,0.11050747868246685
1975-12-31,-0.0616033948952303,0.0062404269566237285,0.0359410402285,-0.0020965183321870256,-0.12822540213281416,0.011934488628783324,0.0359410402285,-0.00553096738223,,-0.003112239,,0.003952887,,-0.003595254,,,,,,,-0.12822540213281416,0.011934488628783324
1976-01-31,0.01050165736357536,-0.00926063122497206,0.0445036409305,-0.0016683931095982174,-0.012721403925512693,-0.014446064325592315,0.0445036409305,0.034907318767,,-0.009942152,,0.003498802,,-0.051153069,,,,,,,-0.012721403925512693,-0.014446064325592315
1976-02-29,0.024189401174327392,-0.01094851644261339,0.0376474627114,0.009873652812834985,0.014997661307369278,-0.025169878318142887,0.0376474627114,0.00498335888432,,0.0024391,,0.006428046,,0.028071773,,,,,,,0.014997661307369278,-0.025169878318142887
1976-03-31,0.014557517453856245,0.03340824057752272,0.0178191428945,0.020597726803540505,0.012329855430520655,0.04215771091157958,0.0178191428945,0.00227290757347,,0.056625728,,0.005287368,,0.029893213,,,,,,,0.012329855430520655,0.04215771091157958
1976-04-30,-0.0325409652374566,0.07734067077908721,0.0197380591888,0.0015513373796791445,-0.06824708767572756,0.12910413131747994,0.0197380591888,0.00626546374815,,-0.025052304,,0.006319227,,0.014926259,,,,,,,-0.06824708767572756,0.12910413131747994
1976-05-31,0.004923847014533242,0.04140356421668139,0.0224501743106,0.010525321489827629,-0.007046483250701583,0.06249313747447824,0.0224501743106,-0.0103461029847,,-0.023891831,,0.020615095,,0.060895368,,,,,,,-0.007046483250701583,0.06249313747447824
1976-06-30,-0.02896917212003039,0.030556160363257093,0.0195305476904,-0.008891826705726052,-0.062094062126648725,0.05749879503723198,0.0195305476904,-0.00542278325453,,-0.005058073,,0.005919396,,-0.035319759,,,,,,,-0.062094062126648725,0.05749879503723198
1976-07-31,0.014408804160065578,0.009303161562247107,0.029492165151900004,-0.005174874193613138,0.004106998794229601,0.01919153501675969,0.0294921651519,-0.0154505528283,,-0.00771132,,-0.006271222,,0.013000319,,,,,,,0.004106998794229601,0.019191535016759687
1976-08-31,-0.043351498597706255,0.14588414132796101,0.0208366879992,0.01234071868718795,-0.0871914760049478,0.23709314631548273,0.0208366879992,-0.0093875044857,,-0.00556301,,0.006621084,,0.067002464,,,,,,,-0.08719147600494777,0.23709314631548273
1976-09-30,-0.12690744268319146,0.07261150509897468,0.007725265983670001,-0.010477084819492406,-0.2188604206243912,0.12936029483656666,0.00772526598367,-0.00264768176939,,0.004744596,,-0.001262462,,-0.047281424,,,,,,,-0.2188604206243912,0.12936029483656666
1976-10-31,-0.036214527722431694,0.05576627613686413,0.0124500352611,0.010175721865678191,-0.0694520041934392,0.08690423119055532,0.0124500352611,-0.00445692893583,,0.014501334,,-0.001134381,,0.040135177,,,,,,,-0.0694520041934392,0.08690423119055532
1976-11-30,0.030037959197397872,-0.004446298336264392,0.0217559951283,0.01067257147949489,0.035694469171062344,-0.014772355922347671,0.0217559951283,0.0211261684982,,0.014538571,,0.015995992,,-0.014134639,,,,,,,0.035694469171062344,-0.014772355922347668
1976-12-31,0.0026985904536144492,0.041573627614030495,0.0315053319586,-0.005065989536878915,-0.016976165349748322,0.07342808355961741,0.0315053319586,0.00814990036728,,-0.040655791,,-0.013713898,,0.021261922,,,,,,,-0.016976165349748322,0.07342808355961741
1977-01-31,-0.011370561877820727,0.038315960315031025,0.05799276275790001,0.0029942763296723495,-0.05874511389652071,0.06244036559895416,0.0579927627579,0.038115944777,,-0.055257505,,0.019852698,,-0.010212494,,,,,,,-0.058745113896520706,0.06244036559895416
1977-02-28,-0.04817904976356509,0.07906764893128207,0.0083909170444,0.01478828816218563,-0.08681584881139992,0.12296989751116232,0.0083909170444,-0.000937918025736,,0.045673859,,0.017400034,,0.00380614,,,,,,,-0.08681584881139992,0.12296989751116232
1977-03-31,0.026697831115487587,0.004705052591596536,0.0158812341791,0.007177536249319662,0.034085473459901865,0.0030163675945416384,0.0158812341791,0.0143871745888,,-0.007056824,,0.044712558,,-0.034416767,0.012177806218164555,-0.012177806218164555,,,,,0.05618180442148805,0.01834139008775336
1977-04-30,0.030323758409546202,-0.0028982781016686074,0.030736081133400005,0.009224815851646402,0.03004214554810552,-0.011178246631653727,0.0307360811334,0.0365543998944,,0.034115532,,-0.019447588,,-0.018575938,-0.00749625186159153,-0.00749625186159153,,,,,0.0679038148796522,-0.014891949881770825
1977-05-31,-0.025534663990260217,0.02765715308791809,-0.000993715924304,0.005466422186001169,-0.0422959196948366,0.042813230755285994,-0.000993715924304,0.014748133715,,-0.003133581,,-0.016514715,,0.027280585,0.016467411875999205,0.016467411875999205,,,,,-0.10156530736934305,0.06938593368102942
1977-06-30,-0.028477122186757724,-0.017877996531257212,-0.024752257988400004,0.01181293662084715,-0.03102117228318023,-0.03815664759772792,-0.0247522579884,0.00893528958814,,0.041270998,,-0.016841263,,0.021904624,-0.06780610579319757,-0.06780610579319757,,,,,0.006080544493344449,-0.008251855184655937
1977-07-31,-0.023404017202123584,0.020523832869735272,-0.0081825809157,0.0048851319703436015,-0.0338001268023711,0.03120493059903276,-0.0081825809157,0.00616925795183,,-0.002729987,,0.04117312,,-0.033303566,0.01658540140689413,0.01658540140689413,,,,,-0.08461956342706087,0.04595035976625286
1977-08-31,-0.0016254054208836098,-0.007041938954180804,-0.0294023986082,-0.0032518009304576237,0.01734604116975345,-0.009630570509918815,-0.0294023986082,-0.0233211630365,,0.028216563,,0.004361863,,-0.01474226,0.013730475013959742,-0.013730475013959742,,,,,0.02099274373787189,-0.005495358584680443
1977-09-30,-0.02018753951214187,0.005607910164466721,-0.0119974533059,0.012743274299647575,-0.02578129769851677,0.0007345180488239468,-0.0119974533059,0.0224547137894,,-0.015838596,,0.007592126,,0.032988214,-0.03578544266784667,0.03578544266784667,,,,,-0.015690999366394075,-0.034618256956631926
1977-10-31,0.0168288280298736,0.02022043204944536,0.00901112776833,0.012642459437916555,0.022168249830257912,0.02539612193407173,0.00901112776833,0.000323745292547,,0.025913431,,0.013498345,,0.016038454,0.033712873676594146,0.033712873676594146,,,,,0.010524206376390108,0.017007748265604833
1977-11-30,0.032328140981865004,0.015772194233242286,-0.0020016377991,0.01554125504423113,0.055775083572787855,0.015929923705992086,-0.0020016377991,0.010420158726,,-0.035324321,,0.043292977,,0.038451567,0.040668766665286515,0.040668766665286515,,,,,0.07101149255762162,-0.009021964397997878
1977-12-31,0.014183426442873242,0.013722704047062568,0.00231440279694,0.02459959612413494,0.022289867145917,0.006293880641996314,0.00231440279694,0.00761748987878,,0.040657043,,0.02249253,,0.035408367,-0.0014009668462009461,-0.0014009668462009461,,,,,0.0461847210739759,0.01405499436177241
1978-01-31,0.007173496201542858,0.009070525515036936,0.027676822033600005,-0.015415762653982692,-0.006830098367898065,0.02579444898180092,0.0276768220336,-0.00897682035713,,-0.035389136,,0.043732387,,-0.076439479,-0.009726786579543276,0.029737234631357468,,,,,-0.003908464553089308,0.02181770898197037
1978-02-28,-0.006655665512341546,0.011631778831892313,0.00256129576836,0.0016955107812568636,-0.01295077051113039,0.018418164145870775,0.00256129576836,0.0149420306698,,-0.026189824,,0.010891225,,-0.000985919,0.004559022500517922,-0.02160726403677051,,,,,-0.030611353775657282,0.058788281979224595
1978-03-31,0.031555489093798524,-0.006188725511384174,0.00833373477381,-0.014104049091426837,0.047415746856461,-0.0007826278270977997,0.00833373477381,0.00306001560011,,0.031531264,,-0.068903683,,-0.016219594,0.11050199504846797,-0.01566003933590939,,,,,-0.01621378538874438,0.014222904479149832
1978-04-30,0.013661078489009762,-0.02326046928645535,-0.0393493448134,-0.006142513697044333,0.04986674004664544,-0.03495188520089268,-0.0393493448134,-0.00215849369758,,-0.019408872,,0.009554426,,-0.017821468,0.01996124254950616,-0.03830352143878946,,,,,0.0800297767121263,-0.03157138545355673
1978-05-31,-0.000327534108026822,0.01225775964237576,-0.0238800041644,0.0037490204192840164,0.015758599648023223,0.018069155088814976,-0.0238800041644,0.0246448826733,,0.011217787,,0.005628587,,-0.035023796,0.028716399291954547,0.029761057613640896,,,,,0.002689210456245244,0.006276564626834263
1978-06-30,-0.027267940385740364,0.00339890738871741,-0.00825712976991,0.014476224051234686,-0.0402521599450996,-0.004166804278248799,-0.00825712976991,0.0184825645595,,0.011516351,,0.009563362,,0.017648187,-0.006619065720294727,-0.018605182196213856,,,,,-0.0741748945317222,0.010395913582282005
1978-07-31,-0.03329161188213576,0.034694723817949205,-0.0192613636087,0.02394001940663459,-0.042874150351216916,0.04204009410196215,-0.0192613636087,0.0357045409217,,0.024917607,,0.014041204,,0.018443476,0.006181354710210543,0.03665779071071788,,,,,-0.09235210997897639,0.04746874863447319
1978-08-31,0.005648595936187359,-0.0025949342129088404,-0.028446463403899995,0.014213247323085286,0.02893522717496474,-0.014074777122668072,-0.0284464634039,0.0445037852881,,0.003931123,,-0.010404778,,0.011392407,-0.0042989504367566544,-0.021652175682473435,,,,,0.06245560977168792,-0.006432123774057684
1978-09-30,0.026881297844335728,0.035138603056904194,0.0373533692266,0.01691643762403835,0.019728963479625473,0.047584184763466375,0.0373533692266,-0.0275576463585,,0.009476723,,0.064939117,,0.028533566,0.013864976364182505,0.08744328394780673,,,,,0.025643449884204875,0.007381828314946999
1978-10-31,0.010646257112185078,-0.023740623256449794,0.0430873679853,-0.01954407145995347,-0.011510741599657705,-0.026606831911043325,0.0430873679853,-0.084896173777,,0.003974021,,0.022464677,,-0.001358913,-0.00609271751303974,-0.015210391857224483,,,,,-0.01697542444583838,-0.03810141544813965
1978-11-30,0.0007632329398159641,0.0233124596165998,-0.0181161423473,0.008267411023793933,0.013657683304143442,0.03358809794459161,-0.0181161423473,0.0464970026113,,-0.017959161,,0.004981113,,-0.015978873,0.002240511467914326,-0.007975272154516953,,,,,0.025173177160924026,0.07550940209143914
1978-12-31,-0.028445305219076435,0.004072531656246765,-0.0252030682201,0.0022941947834534755,-0.030659725104104,0.005287120390702149,-0.0252030682201,0.028560162388,,0.003428249,,-0.004039961,,-0.027973777,-0.0060255956163430754,-0.0014184526752416202,,,,,-0.0555059979685703,0.01205044028766995
1979-01-31,0.027675110802450997,-0.01635638321011293,0.033658346864,-0.0011026729256272622,0.023588612216539177,-0.026774535672464787,0.033658346864,-0.00751207951673,,0.015523014,,-0.002687474,,-0.006289557,0.014763025988346355,-0.043578600056533724,0.03457744447101414,-0.039681732638700756,,,0.008977767077155415,0.017791337187012236
1979-02-28,-0.001858946224945566,-0.005157387071110876,0.0124564945279,-0.008761220530152044,-0.011636268695833112,-0.002695999924968305,0.0124564945279,-0.0138765680255,,0.021862595,,-0.03123948,,-0.004107779,-0.0023282973353836375,-0.02657473326033103,-0.003178443085849506,0.00032066697826371667,,,-0.039121323491664334,0.014933710649359947
1979-03-31,0.015430224627708537,0.007486282474275975,-0.00583649775183,0.034463905679818246,0.02995521244984439,-0.010939201318547857,-0.00583649775183,0.0447983477654,,0.054192041,,0.032911035,,0.002773478,0.025339379997401046,0.0419031900343067,0.03393522497150481,-0.03246438856144248,,,0.026094896271594465,-0.018179938911632828
1979-04-30,0.010162420560551381,0.0036420907517853924,-0.00104077001379,0.006835562848429019,0.017814103022816483,0.001460976874138308,-0.00104077001379,0.0121219834826,,0.0189721,,0.031360683,,-0.041881879,0.028926722557610113,0.028095166416750916,0.035877994302916126,-0.026822802075969134,,,-0.03204491720078331,0.03511527166487824
1979-05-31,0.0029240324764519864,0.0006057716213222427,0.0188983515038,0.003802683196102956,-0.007986289537361677,-0.001577691390204718,0.0188983515038,-0.00392410902867,,0.003795965,,0.02877251,,-0.015470012,-0.014661425351377044,-0.004047330294498178,-0.004232303923354571,0.0006800409789823699,,,-0.009285945931858452,-0.003917578644347303
1979-06-30,0.016788547676125316,0.018079997206312093,0.006566854585700001,0.028412358035923405,0.023769875828642414,0.011023083943156285,0.0065668545857,0.0131746644071,,0.021351143,,0.061289719,,0.016953627,0.03600627021294091,0.021765621593181003,-0.02141081889257253,0.035978374714246655,,,0.10809971933502817,-0.05320796334393993
1979-07-31,0.004923579823104334,0.0063887462662634625,0.0125246108722,0.011686776438718382,-0.0002678587753519808,0.002770237388268419,0.0125246108722,-0.00623342316992,,0.034730525,,-0.00572321,,0.03550476,-0.002233254583650479,-0.042125081039451395,-0.0016903815796944029,0.017633791255172726,,,0.004758186824749183,0.016249136886773295
1979-08-31,-0.005648062385821795,0.015212176655110595,-0.0250241732597,-0.0008859493221804092,0.0075856540967056815,0.026207057747099274,-0.0250241732597,-0.00214028842595,,-0.002212452,,0.033831687,,-0.039705968,0.0024342127961956683,0.03602293507804817,0.005413262414283916,0.010820255551407995,,,0.01742965191973598,0.04922927218212262
1979-09-30,-0.03237388271916771,0.047191747749718654,-0.0309332249616,0.03821236430324113,-0.03335783953259137,0.05332458913837857,-0.0309332249616,0.0384583028474,,0.028636593,,0.039931889,,0.045055734,0.02821550984304421,0.04252866646295058,-0.0036316020486882295,-0.003628544667196956,,,-0.1590656760626661,0.18607419111600504
1979-10-31,0.01901624430334053,0.0018515759760237835,-0.0217235850809,0.01782850614125476,0.04684119612813726,-0.009060529422425984,-0.0217235850809,0.0161243700706,,0.002447031,,0.011055072,,0.043260114,0.001377003346894454,-0.0374938786023704,0.0462429640790792,0.01633409698451499,,,0.09397693295271928,-0.03471834798343705
1979-11-30,-0.03382010079265047,0.036403077796257254,-0.06097597351790001,0.04049165964120776,-0.015272874116422063,0.033610611686630036,-0.0609759735179,0.08607078664,,0.011047061,,0.026278895,,0.022232834,-0.021371730396489808,0.023557827513852186,-0.022809970621662453,0.0514575191798898,,,0.007005376310640879,0.005563539610207734
1979-12-31,-0.03400590954502036,0.034343538273149385,-0.0324990949619,0.011698463316837927,-0.03503505089926579,0.0498099290080114,-0.0324990949619,0.0572845691532,,0.011145776,,-0.003546405,,-0.033268892,-0.03359134628802206,0.014081292774342714,-0.0011717566145815024,-0.01425094926027759,,,-0.10894734166268825,0.22291516133299127
1980-01-31,-0.012715787553265662,0.058953049932339116,-0.029405395298400003,0.04631000292720518,-0.0013169295191974733,0.06758814190875707,-0.0294053952984,0.0792315063363,,0.017150012,,0.058759668,,0.013365828,-0.027306514048978936,0.09666019961660277,-0.0003221381298963803,0.021548708732036688,,,0.022767949529513515,0.13677475111435197
1980-02-29,-0.00965946845659205,0.044264628315754756,-0.038012259699,0.051523263111266815,0.009705243235688565,0.039307043403112855,-0.038012259699,0.0726550502207,,0.048912101,,0.032663764,,0.047174883,-0.02948200884098525,0.033454115671331414,0.022414116349541192,0.03434428749825602,,,0.022037217878328588,0.055829017292671236
1980-03-31,0.05006058793074325,-0.06018344851197886,0.0645018598496,-0.052472488900451426,0.04019732385957807,-0.06544996736973091,0.0645018598496,-0.116460365326,,-0.011032824,,-0.043572957,,-0.013610805,0.026770223296766912,-0.06928416581880911,0.04290330673272803,-0.018834507928427138,,,0.047950154821203045,-0.16132428244022362
1980-04-30,0.01995448463498107,-0.010853591847244012,0.00813028855803,0.012063731948383088,0.02803030849533785,-0.026505926189450763,0.00813028855803,-0.0118764378102,,0.03144161,,0.00909575,,0.030450031,0.017139262388698374,-0.010577406577413757,-0.041682990891181694,-0.02131471974846885,,,0.18817835076152956,-0.05367906854462694
1980-05-31,0.0032157444260927713,0.024035555213218332,0.013802947958,-0.008731413206599852,-0.00401522420306385,0.046415111816829606,0.013802947958,-0.014325276328,,0.03692339,,0.007647515,,-0.064796845,-0.015111296368575328,0.05907462179683046,-0.005996550214735441,-0.012884831839981757,,,0.011415781461500754,0.1605286786332745
1980-06-30,-0.003318942429426899,-0.007361833524820555,-0.0333845699733,0.005531213382574579,0.017215621672458232,-0.016167673276616112,-0.0333845699733,0.0366357879472,,0.009912759,,0.020663035,,-0.060540922,0.0162914728692159,-0.02866268963370386,-0.013249530768154308,-0.010655928074871998,,,0.08333299237508962,-0.015358348820735404
1980-07-31,0.016409382548752304,-0.005920997328574595,-0.0499069789907,0.021978834969123635,0.061702885072473346,-0.02497634197132028,-0.0499069789907,0.041017025672,,0.002660998,,0.02844291,,0.006188582,0.00628805662757179,-0.02725630053958321,0.01059001312261043,0.02472424395488125,,,0.22695942831085023,-0.12901942318352622
