Lookback (k),1,3,6,9,12,24,36,48
1,2.44,3.20,1.57,1.88,1.87,0.55,0.53,0.57
3,2.77,1.59,0.63,0.73,0.48,-0.27,-0.16,0.08
6,2.08,1.23,0.87,0.89,0.52,-0.25,-0.04,0.12
9,2.07,1.77,1.12,0.74,0.40,-0.20,0.10,0.13
12,1.76,1.30,0.65,0.42,0.14,-0.25,0.09,0.05
24,0.90,0.79,0.45,0.36,0.27,0.29,0.29,0.14
36,0.33,-0.09,-0.26,-0.18,-0.16,-0.27,-0.47,-0.59
48,0.55,0.08,-0.06,-0.03,-0.07,-0.34,-0.48,-0.65
