rho_calm,rho_panic,p_panic,AIC_panic,AIC_gaussian,lambda_L_sim_q10,lambda_U_sim_q10,rolling_frac_lambdaL_ge_0.15
3.836980623549647e-08,0.7983897279445096,0.25884532025115564,-12.27875878760387,-3.163184034212624,0.21735,0.22065,0.33771929824561403
