date,turbulence
2021-12-31,28.43754417447506
2022-01-31,68.9471344564531
2022-02-28,21.44735877874421
2022-03-31,178.25331900499546
2022-04-30,80.3615930923909
2022-05-31,26.75210787297692
2022-06-30,47.08567190158899
2022-07-31,61.48100952844606
2022-08-31,44.87959766148798
2022-09-30,66.488052019066
2022-10-31,68.0440002663748
2022-11-30,42.26270727926983
2022-12-31,34.8381630816255
2023-01-31,36.07113138473479
2023-02-28,25.452868176541397
2023-03-31,29.00113842554758
2023-04-30,29.38359970072681
2023-05-31,28.724740593267008
2023-06-30,68.24646741023429
2023-07-31,21.745427376299887
2023-08-31,17.669030834578972
2023-09-30,34.87433355506314
2023-10-31,27.953480125905823
2023-11-30,34.73350271993234
2023-12-31,43.36358242341092
2024-01-31,25.530517298275292
2024-02-29,46.341010214616894
2024-03-31,75.34474899302235
2024-04-30,43.06459520595843
2024-05-31,28.974289905664616
2024-06-30,29.193964876825028
2024-07-31,34.811364058572416
2024-08-31,17.29873537279304
2024-09-30,18.455327484871702
2024-10-31,26.271477454990396
2024-11-30,33.65050777773769
2024-12-31,25.912606638262588
2025-01-31,34.65279538951478
2025-02-28,24.96795732695474
2025-03-31,22.571359733879678
2025-04-30,37.52493912330195
2025-05-31,19.228878877489148
2025-06-30,44.63271572341075
2025-07-31,23.442285916463337
2025-08-31,33.684022822450956
2025-09-30,23.691147794286632
2025-10-31,27.36089098076734
2025-11-30,22.802875190988757
2025-12-31,41.72278051988422
