date,best_family,lambda_L,lambda_U,lambda_L_t,lambda_L_cl,AIC_best,AIC_gauss,regime
1994-12-31,Frank,0.0,0.0,0.18142339970154983,0.07761673655765089,-0.7968351636312825,1.5293724178288002,Tail-dependent
1995-01-31,Frank,0.0,0.0,0.20464466723574734,0.1293866547466887,-2.008402068581807,1.0804586603861979,Tail-dependent
1995-02-28,Frank,0.0,0.0,0.18880155363137807,0.07465634979064184,-0.9795617556456069,1.6168076984303976,Tail-dependent
1995-03-31,Frank,0.0,0.0,0.1968228983284107,0.08424569490603667,-0.8894402571842921,1.6261280197624124,Tail-dependent
1995-04-30,Frank,0.0,0.0,0.1752871580732775,0.07367505870242554,-0.3248269979840095,1.700039646100874,Tail-dependent
1995-05-31,Frank,0.0,0.0,0.09324195683687357,0.1295531519705529,-1.8131386722695204,0.2911761153572985,Tail-dependent
1995-06-30,Frank,0.0,0.0,0.09689172446871132,0.1319880240696843,-1.9667850912977438,0.2356459005644631,Tail-dependent
1995-07-31,Frank,0.0,0.0,0.0895143835595308,0.12558736987029342,-1.2667990462622605,0.6113345401730954,Tail-dependent
1995-08-31,Frank,0.0,0.0,0.03030456699802055,0.21180592679223878,-3.6585962626074044,-1.5892980638534735,Tail-dependent
1995-09-30,Frank,0.0,0.0,0.0,0.2909609898580345,-6.470760152766621,-4.958082884367224,Tail-dependent
1995-10-31,Frank,0.0,0.0,0.0,0.3097502684526686,-7.721774800290737,-6.029418763875915,Tail-dependent
1995-11-30,Frank,0.0,0.0,0.0,0.31232596337212465,-7.815083981373121,-6.0027970359242175,Tail-dependent
1995-12-31,Frank,0.0,0.0,0.0,0.3202879551589823,-8.09168368695693,-6.031889901782643,Tail-dependent
1996-01-31,Frank,0.0,0.0,0.0,0.3153422476633702,-7.868786812516955,-6.00614321918529,Tail-dependent
1996-02-29,Frank,0.0,0.0,0.0,0.33921523702556033,-10.10080483786277,-8.039213393273972,Tail-dependent
1996-03-31,Frank,0.0,0.0,8.477484836582501e-11,0.34527939874153096,-9.45040665015836,-7.655551651960682,Tail-dependent
1996-04-30,Frank,0.0,0.0,8.644379104770986e-07,0.35203822126021084,-10.02370228141138,-7.961942726732987,Tail-dependent
1996-05-31,Frank,0.0,0.0,2.6017620159957963e-08,0.35477974195360246,-10.464676141596172,-8.22959304604037,Tail-dependent
1996-06-30,Frank,0.0,0.0,0.0017627057712008897,0.33982174801116877,-9.375997444594283,-7.313901787524625,Tail-dependent
1996-07-31,Frank,0.0,0.0,0.08108572568887319,0.43596180172366333,-13.076484334258373,-10.712796586089214,Tail-dependent
1996-08-31,Frank,0.0,0.0,0.10363715263269221,0.44569195487743246,-14.197483210047103,-11.476434144897821,Tail-dependent
1996-09-30,Frank,0.0,0.0,0.13165858495793833,0.45628844857892203,-15.404695900646523,-12.012421918724751,Tail-dependent
1996-10-31,Frank,0.0,0.0,0.1076774073551696,0.4505407684355915,-15.367442746837835,-12.138488619253891,Tail-dependent
1996-11-30,Frank,0.0,0.0,0.2126751570982776,0.4504830608109044,-16.217204287368617,-14.629230049794693,Tail-dependent
1996-12-31,Frank,0.0,0.0,0.1790985317908915,0.42110095930967084,-13.557913837619026,-12.548690107854462,Tail-dependent
1997-01-31,Frank,0.0,0.0,0.1903651283398307,0.42249928377025064,-12.62456986996961,-11.930506131713129,Tail-dependent
1997-02-28,Frank,0.0,0.0,0.19493879798208077,0.41891684251614597,-12.092570639712118,-11.585638312331573,Tail-dependent
1997-03-31,Frank,0.0,0.0,0.18580907054451976,0.3556602322203533,-8.84066890696274,-8.571203623627769,Tail-dependent
1997-04-30,Frank,0.0,0.0,0.18449878108371873,0.3643039861724664,-9.490175422150415,-9.012240023906472,Tail-dependent
1997-05-31,Clayton,0.32727560612080003,0.0,0.1542491613270882,0.32727560612080003,-7.37898868441685,-6.371011872277856,Tail-dependent
1997-06-30,Clayton,0.3578098683974253,0.0,0.17486211701843873,0.3578098683974253,-8.725335374090252,-7.181254218496173,Tail-dependent
1997-07-31,Clayton,0.37481055385847256,0.0,0.15318662600788782,0.37481055385847256,-9.518858074357182,-8.239896699613617,Tail-dependent
1997-08-31,Clayton,0.42447725649664614,0.0,0.19082223165964665,0.42447725649664614,-12.152860808331559,-9.931908060987508,Tail-dependent
1997-09-30,Clayton,0.43413210890281373,0.0,0.18783505653797933,0.43413210890281373,-12.79302390277387,-10.097583038372807,Tail-dependent
1997-10-31,Clayton,0.38511506674942847,0.0,0.12074249203407497,0.38511506674942847,-10.200081422098876,-8.600730209601602,Tail-dependent
1997-11-30,Clayton,0.38603455461656583,0.0,0.11992725070693923,0.38603455461656583,-10.253487411017122,-8.621433784005285,Tail-dependent
1997-12-31,Clayton,0.38352076787867767,0.0,0.0973363771874241,0.38352076787867767,-10.164818004363054,-8.422089927718382,Tail-dependent
1998-01-31,Clayton,0.3893156741140612,0.0,0.0929953432077995,0.3893156741140612,-10.507231872833662,-8.542793243619535,Tail-dependent
1998-02-28,Clayton,0.38524720395153655,0.0,0.034787398369864,0.38524720395153655,-10.32544377885963,-8.11686529898651,Tail-dependent
1998-03-31,Clayton,0.407158428388354,0.0,0.0748954837580071,0.407158428388354,-11.43085211415626,-9.895672115971998,Tail-dependent
1998-04-30,Clayton,0.4103123022322995,0.0,0.11619574704132932,0.4103123022322995,-11.512646373779202,-10.508393761780546,Tail-dependent
1998-05-31,Clayton,0.39182679274120835,0.0,0.09379647395390205,0.39182679274120835,-10.484384613240298,-9.70506732336979,Tail-dependent
1998-06-30,Clayton,0.4031050897033303,0.0,0.11008064272356399,0.4031050897033303,-11.13232252825058,-10.0052913970766,Tail-dependent
1998-07-31,Clayton,0.40124170694450606,0.0,0.14726546539972754,0.40124170694450606,-10.894006267057964,-10.173758343340543,Tail-dependent
1998-08-31,Frank,0.0,0.0,0.17004338678153422,0.3275294718173386,-7.874338748453615,-6.822878539946203,Tail-dependent
1998-09-30,Frank,0.0,0.0,0.16065395123879278,0.3000175443243627,-6.790937638262815,-5.961588754495379,Tail-dependent
